Ag,Al,B,C,Ca,Co,Cr,Cu,Fe,Ga,Hf,Li,Mg,Mn,Mo,Nb,Nd,Ni,Pd,Re,Sc,Si,Sn,Ta,Ti,V,W,Y,Zn,Zr,Cluster
0.0,0.0,0.0,0.0,0.0,0.17560590895209024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1403459727792145,0.0,0.0,0.0,0.3370181959429775,0.34702992232571767,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19878048354640415,0.3271208135498328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17500874355116333,0.0,0.0,0.0,0.0,0.0,0.2990899593525997,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09915580851664849,0.0,0.0,0.0,0.0,0.0,0.19719233397885227,0.0,0.0,0.054731032590788334,0.0,0.0,0.0,0.05051385551923855,0.0,0.19187569252123818,0.0,0.21192472894836634,0.0,0.0,0.0,0.19460654792486792,0
0.0,0.1184819767312386,0.0,0.0,0.0,0.05002523685381393,0.11119847706710277,0.0,0.07724983516704458,0.0,0.0,0.0,0.0,0.0,0.0,0.22067237779902066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20427032158918554,0.21810177479259396,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.23654746371664798,0.0,0.0,0.17178296019795758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26236403209618125,0.0,0.0,0.0,0.0,0.0,0.0,0.3293055439892132,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3418048124946064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31116158357244017,0.0,0.0,0.0,0.3470336039329534,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.09046170888551078,0.0,0.0,0.0,0.09590140566071892,0.0,0.0,0.0,0.27948223066645084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34909866132626516,0.0,0.18505599346105422,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30772075860858705,0.0,0.3468512808629105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3454279605285024,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.14821899189270724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34803123259830937,0.0,0.16740226013959575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33634751536938773,0.0,0.0,0.0,0
0.0,0.23018326826933921,0.0,0.0,0.0,0.05084813517488281,0.0,0.0,0.0,0.0,0.20903287563030873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0531180520528577,0.0,0.23183201989177976,0.0,0.0,0.22498564898083173,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.05459276568920245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25436956795684945,0.0,0.0,0.05030249049186238,0.0,0.0,0.0,0.0,0.0,0.0,0.3419919853620016,0.0,0.0,0.0,0.0,0.29874319050008413,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1633923544217696,0.0,0.0,0.0,0.0,0.0,0.0,0.3452529257265899,0.0,0.1526047401763028,0.0,0.0,0.0,0.0,0.0,0.33874997967533765,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.050947289109579595,0.15998725543138123,0.0,0.0,0.0,0.215172655466968,0.0,0.0,0.0,0.2089601424903437,0.2294370837601781,0.0,0.06371159710672959,0.0,0.0,0.0,0.07178397663481978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059396303587694106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05044398919089855,0.0,0.0,0.0,0.091566105160106,0.0,0.1965183989889602,0.20431782121325737,0.0,0.1946899085890114,0.0,0.0,0.2030674732700724,0
0.0,0.0,0.0,0.0,0.0,0.3297137321858493,0.0,0.0,0.0,0.0,0.3302496118623782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3400366559517724,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.30166380464062126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3485681511082095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34976804425116925,0.0,0.0,0.0,0
0.0,0.1007478604012376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33041492051040683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34901686129689835,0.21982035779145728,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16595039095981703,0.0,0.34643315574566164,0.0,0.0,0.0,0.0,0.0,0.0,0.15662559815992738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33099085513459386,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.10551328495446305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06119415861419386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2604503654608179,0.23131152380209496,0.0,0.0,0.34153066716843034,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30942422135870906,0.0,0.0,0.05125995038625258,0.0,0.0,0.0,0.0,0.0,0.33181931968836026,0.0,0.0,0.30749650856667815,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.12507998327701342,0.0,0.0,0.0,0.19751147147352863,0.0,0.0,0.0,0.0,0.0,0.0,0.05062909396958744,0.0,0.0,0.0,0.05413967078484522,0.0,0.19603932580420075,0.0,0.18824885939934996,0.0,0.0,0.0,0.18835159529147463,0
0.0,0.0,0.0,0.0,0.0,0.0,0.3387794413670111,0.0,0.3280942429318983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33312631570109047,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3042520273404473,0.0,0.0,0.0,0.3468352589319606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34891271372759214,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.12644480919529996,0.0,0.05011105382608037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21684516073736546,0.20520371577300303,0.0,0.20575617134948582,0.0,0.0,0.1956390891187652,0
0.0,0.0,0.0,0.0,0.0,0.12479377646356807,0.19965416428966604,0.0,0.0,0.0,0.33895966860469107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3365923906420748,0.0,0.0,0.0,0
0.0,0.13816438648680993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18418245158821206,0.0,0.0,0.05080009317307495,0.0,0.0,0.0,0.06616995836393935,0.0,0.1885496976648644,0.18530781991928563,0.0,0.1868255928038136,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3297391051420486,0.0,0.0,0.0,0.0,0.0,0.0,0.08645119177058151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2358155641284295,0.0,0.0,0.34799413895894027,0
0.0,0.17408806832432794,0.0,0.0,0.0,0.0,0.0,0.0,0.09927080659165682,0.0,0.16772007251752408,0.0,0.0,0.0,0.0,0.16817658044678155,0.0,0.050099851548252895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17870896669271344,0.0,0.0,0.0,0.16193565387874315,0
0.0,0.0,0.0,0.0,0.0,0.0,0.21042824872572777,0.0,0.0,0.0,0.246765535646657,0.0,0.0,0.0,0.2455617579809198,0.0,0.0,0.0,0.0,0.0,0.0,0.05100317202714334,0.0,0.0,0.0,0.0,0.24624128561955208,0.0,0.0,0.0,0
0.0,0.16092587524015878,0.0,0.0,0.0,0.05054414993368909,0.0,0.0,0.08046439382092202,0.0,0.0,0.0,0.0,0.0,0.24504197174244954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23081518955544825,0.0,0.0,0.0,0.0,0.0,0.23220841970733233,0
0.0,0.09032565453563027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11558679417415316,0.0,0.0,0.0,0.0,0.3495696604281119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21784047771368148,0.0,0.0,0.0,0.0,0.0,0.22667741314842327,0
0.0,0.13824832509529614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21168327127943345,0.0,0.05014008405063534,0.0,0.0,0.0,0.0,0.0,0.0,0.19288047383365511,0.19757945254014253,0.0,0.0,0.0,0.20946839320083738,0
0.0,0.0,0.0,0.0,0.0,0.3395441552822588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33330558032822705,0.0,0.32715026438951406,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3272911898446561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33405575242391977,0.0,0.0,0.0,0.0,0.3386530577314242,0
0.0,0.1406409390636279,0.0,0.0,0.0,0.05130767771885963,0.09717713394708377,0.0,0.05038441236457926,0.0,0.0,0.0,0.0,0.0,0.0,0.3298382320032086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3306516049026409,0
0.0,0.0,0.0,0.0,0.0,0.050687622565038816,0.22403766883928478,0.0,0.0,0.0,0.24672844121809062,0.0,0.0,0.0,0.0,0.24379735841788147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23474890895970435,0
0.0,0.0,0.0,0.0,0.0,0.05038230290832351,0.0,0.0,0.05064452104028533,0.0,0.0,0.0,0.0,0.0,0.0,0.3435581363359458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24541727230914848,0.0,0.0,0.0,0.3099977674062969,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31609479862304757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34272142925057786,0.0,0.3411837721263746,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22737830624494934,0.0,0.0,0.05042601405849251,0.0,0.0,0.0,0.06030492969311344,0.0,0.0,0.2156814087779732,0.22178149672109324,0.0,0.0,0.0,0.22442784450437833,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05015143706124877,0.0,0.183572930399162,0.0,0.0,0.0,0.0,0.0,0.0,0.0619374391092744,0.0,0.0,0.0,0.0,0.0,0.17420065324040382,0.1831841099303018,0.1752379473636438,0.17171548289596536,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0649360120137442,0.0,0.0,0.05008086256352706,0.0,0.0,0.0,0.0,0.0,0.0,0.1788752735374322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16851782739923868,0.0,0.1803272699336952,0.18566137516917786,0.0,0.0,0.1716013793831847,0
0.0,0.17143084806963213,0.0,0.0,0.0,0.050572270148634337,0.18278898146188602,0.0,0.0,0.0,0.17876856092230273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06543939445671063,0.0,0.0,0.17434442935429595,0.1766555155865382,0.0,0.0,0.0,0.0,0
0.0,0.16806481092489622,0.0,0.0,0.0,0.0,0.0,0.0,0.08156026772613995,0.0,0.16971593665763315,0.0,0.0,0.0,0.16762254593852116,0.0,0.0,0.0,0.0,0.0,0.0,0.05027344753837439,0.0,0.0,0.18103423605730548,0.0,0.0,0.0,0.0,0.18172875515712972,0
0.0,0.0,0.0,0.0,0.0,0.3294817390401783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3401665801324324,0.0,0.3303516808273893,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.05103920973001967,0.0,0.0,0.0,0.0,0.22607511732040927,0.0,0.0,0.0,0.298413127907242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2775743085626012,0.0,0.14689823647972794,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.18642121189124172,0.0,0.0,0.0,0.1939081108092114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05097757260022268,0.0,0.17975699868749662,0.1976490699190827,0.0,0.19128703609274494,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.15938388612369944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3343564974486957,0.0,0.0,0.0,0.0,0.0,0.0,0.1668546821955852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3394049342320197,0
0.0,0.0,0.0,0.0,0.0,0.0,0.23683985687843742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33839313457487025,0.0,0.0,0.0,0.0,0.0,0.0957039767798241,0.0,0.0,0.0,0.32906303176686824,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.06367883464069604,0.2110071505321446,0.0,0.0,0.0,0.21360786193347076,0.0,0.0,0.0,0.22728202587512233,0.0,0.0,0.050626165282847885,0.0,0.0,0.0,0.0,0.0,0.0,0.23379796173571832,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.17809037379552597,0.0,0.0,0.0,0.21196724836631323,0.0,0.0,0.0,0.0,0.0,0.0,0.10220599511649414,0.0,0.0,0.0,0.05000396512804823,0.0,0.0,0.0,0.0,0.23405127572582998,0.0,0.0,0.2236811418677884,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3116927189241659,0.0,0.05126920868742531,0.0,0.0,0.0,0.0,0.0,0.3155590835181849,0.0,0.3214789888702239,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.07131427374127292,0.0,0.0,0.0,0.1720122643392653,0.0,0.0,0.0,0.0,0.0,0.0,0.05041210963188933,0.0,0.0,0.0,0.0,0.0,0.22483330893689435,0.2957279215157652,0.18570012183491294,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.050275890720757055,0.0,0.0,0.08957788295470107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0921821250595979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2682978367398078,0.2439821283886114,0.0,0.0,0.2556841361365248,0
0.0,0.20338941832723464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.252407432515932,0.0,0.0,0.0,0.0,0.0,0.05026174102247034,0.0,0.0,0.0,0.0,0.24224406081724772,0.0,0.0,0.2516973473171153,0
0.0,0.0,0.0,0.0,0.0,0.08000751605404906,0.0,0.0,0.05001974500094575,0.0,0.0,0.0,0.0,0.0,0.22232208715900062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2085418289020707,0.0,0.0,0.2083542383329803,0.0,0.0,0.23075458455095355,0
0.0,0.17182779810265206,0.0,0.0,0.0,0.0,0.0,0.0,0.07650228724904878,0.0,0.0,0.0,0.0,0.0,0.1796679860582292,0.1773565525562941,0.0,0.05033438050554076,0.0,0.0,0.0,0.0,0.0,0.17494427663037762,0.0,0.0,0.0,0.0,0.0,0.16936671889785732,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1357498305471964,0.0,0.0,0.0,0.0,0.0,0.33824871629824743,0.0,0.0,0.10610422050393456,0.0,0.0,0.0,0.07029033978914308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3496068928614785,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3272118288111465,0.0,0.0,0.0,0.33453963754645205,0.0,0.0,0.0,0.0,0.0,0.0,0.05038962038258289,0.0,0.0,0.0,0.0,0.28785891325981844,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.07054124850316919,0.0,0.0,0.0,0.0,0.24612863382632297,0.0,0.0,0.0,0.0,0.33890773106299427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34442238660751356,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.08931719446918529,0.0,0.0,0.0,0.0,0.0,0.0,0.08729575043506949,0.0,0.18717044488747814,0.0,0.0,0.0,0.0,0.1926964266532808,0.0,0.0,0.0,0.0,0.0,0.050337839025936824,0.0,0.0,0.0,0.18889059897582136,0.20429174555322807,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.34543039729346536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3113876653102642,0.0,0.0,0.0,0.0,0.0,0.34318193739627045,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.13931964533806512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050516516156477016,0.0,0.0,0.0,0.0,0.0,0.0,0.2546182271653095,0.0,0.2781046634390951,0.0,0.0,0.2774409479010532,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2130231348538421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11011044921904567,0.0,0.0,0.0,0.34969181339536537,0.3271746025317468,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.06684011103908193,0.12286783224816196,0.0,0.05553348326913389,0.0,0.0,0.0,0.0,0.0,0.34578574391995504,0.34062227791120897,0.0,0.06835055161245839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32763567215271905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3483351598425262,0.1453812292864365,0.0,0.0,0.0,0.1786479387183183,0
0.0,0.0,0.0,0.0,0.0,0.34351751753943716,0.0,0.0,0.3135512412082381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34293124125232477,0
0.0,0.0,0.0,0.0,0.0,0.051501078326111414,0.0,0.0,0.05738840294693452,0.0,0.0,0.0,0.0,0.0,0.30397768015940174,0.28840684513779175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2987259934297605,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0515549120908848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20572368982110198,0.31350835923284925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3019675580145708,0.0,0.12724548084059317,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.34948303779463274,0.3461176160769503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30439934612841707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.1092455008416632,0.0,0.0,0.0,0.051143431719726004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05200726923474381,0.0,0.0,0.0,0.06000127184777952,0.0,0.24492870299827482,0.24377825146415383,0.23889557189365895,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.31314897336340153,0.0,0.0,0.0,0.34580052592863786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34105050070796056,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.24430963078479848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33982078072199556,0.0,0.0,0.0,0.0,0.0,0.0,0.07872440997316416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3371451785200417,0
0.0,0.11706372780678359,0.0,0.0,0.0,0.0,0.06722748312400995,0.0,0.0506108157708195,0.0,0.0,0.0,0.0,0.0,0.19957926415268518,0.20911051745059286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1892714064759767,0.0,0.0,0.16713678521913228,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.05025432820269293,0.0,0.0,0.13057263353255982,0.0,0.0,0.0,0.0,0.0,0.18045992327243424,0.0,0.0,0.0,0.0,0.0,0.0,0.081214902283241,0.0,0.0,0.17815082837238483,0.18333329293988104,0.0,0.0,0.0,0.1960140913968062,0
0.0,0.0,0.0,0.0,0.0,0.05097167325692442,0.0,0.0,0.0,0.0,0.22567759342487803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24652989886507956,0.24665597807183715,0.0,0.0,0.230164856381281,0
0.0,0.20272420279840914,0.0,0.0,0.0,0.0,0.3202104271212015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13732588746974428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33973948261064507,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3469107859354708,0.0,0.0,0.14198889463078704,0.0,0.0,0.0,0.17149612890215143,0.0,0.0,0.0,0.0,0.33960419053159063,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0500632175902479,0.0,0.0,0.07378388865778433,0.0,0.17823763322255032,0.0,0.0,0.0,0.17758591181238031,0.17654178563471068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16469057361422162,0.0,0.17909698946810487,0.0,0.0,0.0,0.0,0
0.0,0.13711361799141994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34148578459301865,0.19218024392408553,0.0,0.0,0.0,0.32922035349147605,0
0.0,0.18143625966332963,0.0,0.0,0.0,0.050692663522769146,0.0,0.0,0.11116347522954927,0.0,0.0,0.0,0.0,0.0,0.2782333771679683,0.0,0.0,0.0,0.0,0.0,0.0,0.08929782637880465,0.0,0.28917639803757905,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.07947094922736934,0.0,0.0,0.0,0.0,0.18024345261632857,0.0,0.0,0.0,0.16817507453005492,0.17298351578002966,0.0,0.0,0.0,0.0,0.0,0.050929787382222085,0.0,0.0,0.17997606345152542,0.0,0.16822115701247,0.0,0.0,0.0,0
0.0,0.07648169565967619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26634845934768014,0.0,0.0,0.0,0.0,0.34245967221088947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3147101727817541,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.3198870150566266,0.0,0.0,0.0,0.0,0.3329752079592935,0.0,0.0,0.0,0.3471377769840799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
