Ag,Al,B,C,Ca,Co,Cr,Cu,Fe,Ga,Hf,Li,Mg,Mn,Mo,Nb,Nd,Ni,Pd,Re,Sc,Si,Sn,Ta,Ti,V,W,Y,Zn,Zr,Cluster
0.0,0.15,0.0,0.0,0.0,0.0,0.15,0.0,0.1,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.15,0.14,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0
0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0
0.0,0.19,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.35,0.0,0.0,0.0,0
0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.15,0.15,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.15,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.1,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.18,0.0,0.0,0.18,0
0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0
0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.23,0
0.0,0.19,0.0,0.0,0.0,0.18,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.17,0.18,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.15,0.0,0.0,0.14,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.21,0.22,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.17,0.0,0.0,0.0,0.16,0.17,0.0,0.11,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.25,0
0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.16,0.0,0.0,0.0,0.1,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.15,0
0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.1,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.21,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.22,0.22,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0
0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.27,0.25,0.0,0.0,0.0,0
0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.15,0.16,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.16,0.0,0.15,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.28,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.13,0.26,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.15,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.27,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.33,0
0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.35,0.0,0.35,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.19,0.0,0.0,0.14,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.18,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.19,0.18,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.18,0.0,0.18,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.25,0.0,0.26,0.0,0.0,0.0,0.0,0
0.0,0.16,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.18,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.19,0.0,0.19,0.0,0.0,0.18,0
0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.18,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.23,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.22,0
0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.21,0
0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.19,0.0,0.0,0.0,0.1,0.0,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0
0.0,0.19,0.0,0.0,0.0,0.0,0.18,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.18,0.0,0.0,0.0,0.18,0
0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.17,0.0,0.0,0.24,0
0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.16,0.0,0.0,0.0,0.14,0.0,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.15,0.0,0.11,0.0,0.0,0.0,0.1,0.0,0.15,0.0,0.0,0.16,0.0,0.0,0.17,0
0.0,0.16,0.0,0.0,0.0,0.12,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.15,0.0,0.0,0.15,0.0,0.16,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0
0.0,0.22,0.0,0.0,0.0,0.0,0.22,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.34,0
0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.2,0
0.0,0.22,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.26,0
0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.14,0.0,0.0,0.14,0
0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.17,0.15,0.0,0.16,0.0,0.0,0.15,0
0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.0,0.17,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.21,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.23,0
0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0
0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.2,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.19,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.2,0.18,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.18,0
0.0,0.0,0.0,0.0,0.0,0.1,0.15,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.15,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.15,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.13,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0
0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.16,0.0,0.0,0.0,0.15,0
0.0,0.0,0.0,0.0,0.0,0.15,0.35,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.18,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.18,0
0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.11,0.0,0.0,0.2,0
0.0,0.15,0.0,0.0,0.0,0.0,0.15,0.0,0.1,0.0,0.15,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.16,0.0,0.0,0.0,0
0.0,0.15,0.0,0.0,0.0,0.13,0.0,0.0,0.16,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.1,0.33,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.11,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.15,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.15,0
0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.13,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.0,0.0,0.0,0
0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.28,0.27,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.34,0.0,0.11,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.14,0.16,0.0,0.0,0.0,0
0.0,0.22,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.16,0.16,0.0,0.0,0.15,0
0.0,0.16,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.15,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.1,0.17,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0
0.0,0.17,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.1,0.0,0.0,0.16,0.0,0.16,0.0,0.0,0.17,0
0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.35,0.0,0.0,0.0,0.0,0
0.0,0.2,0.0,0.0,0.0,0.0,0.25,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.23,0.22,0.0,0.22,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.14,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0
0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.16,0.0,0.0,0.0,0.15,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.31,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0
0.0,0.16,0.0,0.0,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.15,0.16,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.16,0.0,0.0,0.19,0.0,0.18,0.0,0.0,0.0,0
0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.34,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.33,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.23,0.1,0.0,0.0,0.0,0
0.0,0.25,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0
0.0,0.19,0.0,0.0,0.0,0.12,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.19,0.0,0.0,0.2,0.0,0.0,0.0,0
0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.15,0.16,0.15,0.0,0.0,0.16,0
0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.15,0.0,0.15,0.15,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.35,0.0,0.0,0.33,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.1,0.21,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.23,0.0,0.0,0.0,0.0,0
0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.18,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.19,0.0,0.0,0.0,0.0,0
0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.19,0.0,0.0,0.19,0.0,0.0,0.0,0
